Column1,thesis_id,collection_id,Nome-apelido,Author_email,Advisor_bom_1,Advisor_bom_2,Advisor_bom_3,Coorientador(es)_bom_3,Date_issued,Rights,Date_embargo,Embargo_info,title,Type_thesis,Language,Thesis_url,Specialization_retificado,Abstract_en
1084,18626,10362/2259, Dejan Popovic,,Roberto AndrÈ Pereira Henriques,Marco Oct·vio Trindade Painho,Jorge Mateu Mahiques,,26/02/2016,openAccess,,,Location analysis of city sections: socio-demographic segmentation and restaurant potentiality estimation : a case study of Lisbon,Dissertation,eng,http://hdl.handle.net/10362/17657,Geospatial Technologies,"One of the objectives of this study is to perform classification of socio-demographic components for the level of city section in City of Lisbon. In order to accomplish suitable platform for the restaurant potentiality map, the socio-demographic components were selected to produce a map of spatial clusters in accordance to restaurant suitability. Consequently, the second objective is to obtain potentiality map in terms of underestimation and overestimation in number of restaurants. To the best of our knowledge there has not been found identical methodology for the estimation of restaurant potentiality. The results were achieved with combination of SOM (Self-Organized Map) which provides a segmentation map and GAM (Generalized Additive Model) with spatial component for restaurant potentiality. Final results indicate that the highest influence in restaurant potentiality is given to tourist sites, spatial autocorrelation in terms of neighboring restaurants (spatial component), and tax value, where lower importance is given to household with 1 or 2 members and employed population, respectively. In addition, an important conclusion is that the most attractive market sites have shown no change or moderate underestimation in terms of restaurants potentiality."
1085,18619,10362/2259, SelÁuk Mozak,,M·rio Silvio Rochinha de Andrade Caetano,Roberto AndrÈ Pereira Henriques,Ignacio Guerrero,,26/02/2016,openAccess,,,Comparing global land cover datasets through the Eagle matrix land cover components for continental Portugal,Dissertation,eng,http://hdl.handle.net/10362/17653,Geospatial Technologies,"Global land cover maps play an important role in the understanding of the Earth's ecosystem dynamic. Several global land cover maps have been produced recently namely, Global Land Cover Share (GLC-Share) and GlobeLand30. These datasets are very useful sources of land cover information and potential users and producers are many times interested in comparing these datasets. However these global land cover maps are produced based on different techniques and using different classification schemes making their interoperability in a standardized way a challenge. The Environmental Information and Observation Network (EIONET) Action Group on Land Monitoring in Europe (EAGLE) concept was developed in order to translate the differences in the classification schemes into a standardized format which allows a comparison between class definitions. This is done by elaborating an EAGLE matrix for each classification scheme, where a bar code is assigned to each class definition that compose a certain land cover class. Ahlqvist (2005) developed an overlap metric to cope with semantic uncertainty of geographical concepts, providing this way a measure of how geographical concepts are more related to each other. In this paper, the comparison of global land cover datasets is done by translating each land cover legend into the EAGLE bar coding for the Land Cover Components of the EAGLE matrix. The bar coding values assigned to each class definition are transformed in a fuzzy function that is used to compute the overlap metric proposed by Ahlqvist (2005) and overlap matrices between land cover legends are elaborated. The overlap matrices allow the semantic comparison between the classification schemes of each global land cover map. The proposed methodology is tested on a case study where the overlap metric proposed by Ahlqvist (2005) is computed in the comparison of two global land cover maps for Continental Portugal. The study resulted with the overlap spatial distribution among the two global land cover maps, Globeland30 and GLC-Share. These results shows that Globeland30 product overlap with a degree of 77% with GLC-Share product in Continental Portugal."
1086,25821,10362/2259, Samuel Navas Medrano,,Pedro da Costa Brito Cabral,,,,07/03/2016,openAccess,,,Enabling post-recording deep georeferencing of walkthrough videos : an interactive apprach,Dissertation,eng,http://hdl.handle.net/10362/24540,Geospatial Technologies,"The usage of large scale databases of georeferenced video stream has an in nite number 
of applications in industry and research since e cient storing in geodatabases to allowing 
the performing of spatial queries. 
Due to the fact that the video capturing devices have become ubiquitous, a good source 
for the acquisition of a lot of video contents is the crowdsourced approach of Social 
Media. However, these social apps usually do not support geo metadata or it is very 
limited to a single location on Earth. In other cases, the regular user usually does not 
have the required hardware and software to capture video footage with a deep georeference 
(position and orientation in time). There is a clear lack of methods for the 
extraction of that spatial component in video footage. 
This study proposes and evaluates a new method for the manual capture and extraction 
of the spatial geo-reference in the post production phase of video content. The proposed 
framework is based on a map-based user interface synchronized with the video stream. 
The e ciency and usability of the resulting framework were evaluated performing a user 
study, in addition, the resulting geo-metadata of the manual extracted georeference has 
been compared with the one previously captured by hardware in order to evaluate the 
goodness of the method."
1087,35142,10362/2259, Chaplin Williams,,Torsten Prinz,Marco Oct·vio Trindade Painho,Ignacio Guerrero,,02/02/2018,openAccess,,,Crowd-sourced cadastral geospatial information : defining a workflow from unmanned aerial system (UAS) data to 3D building volumes using opensource applications,Dissertation,eng,http://hdl.handle.net/10362/33713,Geospatial Technologies,"The surveying field has been impacted over many decades by new inventions and improvements in technology. This has ensured that the profession remains one of high precision with the employment of sophisticated technologies by Cadastral Experts. The use of Unmanned Aerial Systems (UAS) within surveying is not new. However, the standards, technologies, tools and licenses developed by the open source community of developers, have opened new possibilities of utilising UAS within surveying. UASs are being constantly improved to obtain high quality imagery, so efforts were made to find novel ways to add value to the data. 
This thesis defines a workflow aimed at deriving Cadastral Geospatial Information (Cadastral GI), as three-dimensional (3D) building volumes from the original inputted UAS imagery. To achieve this, an investigation was done to see how crowd-sourced UAS data can be uploaded to open online repositories, downloaded by Cadastral Experts, and then manipulated using open source applications. The Cadastral Experts had to utilise multiple applications and manipulate the data through many data formats, to obtain the (3D) building volumes as final results. Such a product can potentially improve the management of cadastral data by Cadastral Experts, City Managers and National Mapping Agencies. Additionally, an ideal suite of tools is presented, that can be used store, manipulate and share the 3D building volume data while facilitating the contribution of attribute data from the crowd."
1088,35219,10362/2259, Lisa Fischell,,Christian Kray,Holger Fritze;,Michael Gould,,02/02/2018,openAccess,,,Virtual reality in urban search and rescue : a time and accuracy assessment of the use of virtual reality as a tool for urban search and rescue after earthquakes,Dissertation,eng,http://hdl.handle.net/10362/33791,Geospatial Technologies,"This thesis investigates the elements of both time and accuracy that Virtual Reality (VR) has to offer in support of Urban Search and Rescue (USAR) following an earthquake disaster. After an earthquake, most casualties are found in or under collapsed buildings. With limited nutritional resources and potential injuries, survival rates decrease rapidly after 72hrs. To quickly and accurately assess the overall and individual damage grade of buildings is therefore of fundamental importance to the recovery of victims. The utilised strategies of USAR teams are currently challenged by several limitations. Virtual Reality has been used to visualise three-dimensional data across many scientific research areas. The special characteristics of VR allow a more immersive and engaged interaction for the user. So far VR has been utilised to train USAR personnel, but it has not been applied as a data visualisation method. This concept could support USAR teams across the globe by enabling them to assess overall structural damage extent, visually inspect inaccessible areas and identify optimal access points in a three-dimensional environment. This thesis therefore compares standard USAR approaches, such as Street View images, 2D aerial images and videos, to 3D building models in Virtual Reality. A user study was conducted to investigate the accuracy of information obtained from the different USAR methods, as well as the time it took for the users to obtain the required information. After an explorative data analysis, a Friedman test followed by a Wilcoxon test was applied to results of the user study. The results of the test showed a significant difference between VR and Aerial Imagery. However, the trends in average task completion time as well as task completion rate suggest that VR can be identified as a useful tool to Urban Search and Rescue, improving both temporal requirement and accuracy assessment in comparison to current methods."
1089,35069,10362/2259, Daria L¸dtke,,Roberto AndrÈ Pereira Henriques,M·rio Silvio Rochinha de Andrade Caetano,Carlos Granell-Canut,,27/02/2018,openAccess,,,Land cover mapping with random forest using intra-annual sentinel 2 data in central Portugal : a comparative analysis,Dissertation,eng,http://hdl.handle.net/10362/33648,Geospatial Technologies,"In recent years, data mining algorithms are increasingly applied to optimise the classification process of remotely sensed imagery. Random Forest algorithms have shown high potential for land cover mapping problems yet have not been sufficiently tested on their ability to process and classify multi-temporal data within one classification process. Additionally, a growing amount of geospatial data is freely available online without having their usability assessed, such as EUROSTAT és LUCAS land use land cover dataset. This study provides a comparative analysis of two land cover classification approaches using Random Forest on open-access multi-spectral, multi-temporal Sentinel-2A/B data. A classification system composed of six classes (sealed surfaces, non-vegetated unsealed surfaces, water, woody, herbaceous permanent, herbaceous periodic) was designed for this study. Ten images of ten bands plus NDVI each, taken between November 2016 and October 2017 in Central Portugal, were processed in R using a pixel-based approach. Ten maps based on single month data were produced. These were then used as input data for the classifier to create a final map. This map was compared with a map using all 100 bands at once as training for the classifier. This study concluded that the approach using all bands produced maps with 11% higher, yet overall low accuracy of 58%. It was also less time-consuming with about 5 hours to over 15 hours of work for the multi-temporal predictions. The main causes for the low accuracy identified by this thesis are uncertainties with EUROSTAT és Land Use/Cover Area Statistical Survey (LUCAS) training data and issues with the accompanying nomenclature definition. Additional to the comparison of the classification approaches, the usability of LUCAS (2015) is tested by comparing four different variations of it as training data for the classification based on 100 bands. 
This research indicates high potential of using Sentinel-2 imagery and multi-temporal stacks of bands to achieve an averaged land cover classification of the investigated time span. Moreover, the research points out lower potential of the multi-map approach and issues regarding the suitability of using LUCAS open-access data as sole input for training a classifier for this study. Issues include inaccurate surveying and a partially long distance between the marked point and the actual observation point reached by the surveyors of up to 1.5 km. Review of the database, additional sampling and ancillary data appears to be necessary for achieving accurate results."
1090,35071,10362/2259, Stavros Sakellariou,,Pedro da Costa Brito Cabral,M·rio Silvio Rochinha de Andrade Caetano,Filiberto Pla BaÒÛn,,27/02/2018,openAccess,,,Spatiotemporal analysis of forest fire risk models : a case study for a greek island,Dissertation,eng,http://hdl.handle.net/10362/33650,Geospatial Technologies,"Forest fires are a natural phenomenon which might have severe implications on natural and anthropogenic ecosystems. Consequently, the integrated protection of these ecosystems from forest fires is of high priority. The aim of the project lies in the development of two preventive models which will act in synergy in order to effectively protect the most critical natural resource of the island, namely, the abundant forests. Thus, fire risk modeling is combined with visibility analysis, so that we may primarily protect the most susceptible territory of the study area. The corner stone of the methodology is primarily relied on the multi-criteria decision analysis. This framework applied not only for the fire risk estimation and the corresponding evolution in a context of 20 years, but for visibility analysis as well, determining the most suitable locations for the establishment of a minimum number of watchtowers. The fire risk map for 2016 indicated that 34% of the entire study area is covered by territory of low fire risk; 27% of moderate risk; 34% of high and very high risk, while there is a 6% of the island which is characterized by extremely fire risk. Similar conclusions can be drawn for 1996, since no significant changes have been observed, especially on the land cover types and their spatial arrangement. Based on the visibility results, more than 40% of the entire island is visible from the selected location scheme consisting of just 8 watchtowers. The intense topography constituted the most critical barrier in increasing this percentage. Some good practices to counterbalance the relative small percentage of visibility could include; the extensive patrols in unmonitored regions through the intense road network of the island; the adoption of drones covering the aforementioned areas, especially when extreme meteorological conditions are expected."
1091,2764,10362/2259, Fanghong Ye,,Roland Wagner,Roland Wagner,Pedro da Costa Brito Cabral,,18/02/2010,openAccess,,,Adaption of the Creative Commons approach and the roaming concept to spatial data infrastructures (SDI),Dissertation,eng,http://hdl.handle.net/10362/2635,Geospatial Technologies,"The Spatial data infrastructure (SDI) has been developed for nearly 17 years. However, it 
still fails to support professional and cross-provider seamless usage. In year 2000, after 
the introduction of the OGC Web Mapping Service Specification, OGC/ISO TC 211 
publishes more than 40 drafts or final standards, which provide basic rules for the 
geospatial implementation industry. Besides these, the release of the INSPIRE law in 
2007 is also a major milestone in the development of SDI. While, the coverage of the SDI 
providers is still very limited due to the national or natural boundaries which make the 
SDI can not be largely used in some professional areas. Therefore, a legally-protected 
business environment is necessary. 
To pursue an effective and innovative operational model, the roaming concept of GSM 
was mitigated to SDI named Roaming Enabled SDI(r-SDI) (Roland M. Wagner, 2006). 
In order to make this innovative idea into reality, the first and must step was to find 
specific issue   Geospatial information licensing which was also an urgent problem to the 
normal SDI as well as rSDI. 
In this paper, firstly, a Creative Commons licensing approach was adapt in the Catalogue 
Service (CSW) which enabled the clients to get the advanced query results according to 
the license types. The rights management was successfully enhanced. Secondly, a 
suitable structure for the operation model in rSDI was conducted, moreover, 5 business 
use cases were proposed to CSW in different specifications sets. The contractship 
concepts were applied to the metadata level. Finally a demonstration designed on 
 deegree  ù   a free SDI software and web service theory was conducted, by which users 
can query metadata documents by title, product type, service type, license type, even in a 
roaming environment. Meanwhile, with the comparison between OGC and INSPIRE 
documents, some limitations of those standards were exposed. The pilot experiment of 
the demos proved it provided an effective solution to combine the right management and 
roaming concept demo with present CSW. The logic and concepts are well implemented 
in this research work."
1092,35221,10362/2259, Gebru Welay Gerezigiher,,Thomas Bartoschek,Florian Hillen,Roberto AndrÈ Pereira Henriques,,02/02/2018,openAccess,,,Utilising gamification approaches to derive crowd pattern/crowd context from aerial images of major events,Dissertation,eng,http://hdl.handle.net/10362/33793,Geospatial Technologies,"A large number of casualties occur during emergencies in highly-crowded public spaces of major events like annual anniversaries, religious festivals, big parties and football matches due to stampedes. It has been often observed that poor resource management is one of the key areas that could be improved to solve this problem. In this study,a geo-game-based approach has been adopted to alert responsible authorities of highly crowded regions as an early warning system and also provide them with optimal dispersal routes. In the Android-based game that was developed for this study, the players could draw polygons on real-time imageries of the area under study obtained from unmanned aerial vehicles and classify them into categories based on how crowded the region is. This data is submitted to a web server which is processed to find suitable least-cost routes by which the people in the crowded regions can be brought to safety in case of an emergency. The spatial distribution of people could be forwarded to appropriate authorities in-charge of the administration highlighting extremely crowded regions which need their attention thereby prompting redirection of security personnel. Additionally, the calculated dispersal routes could be used by them as suggestions to avoid a stampede and ensure safety in case the situation turns worse."
1093,7470,10362/2259, Irene Garcia MartÌ,,JoaquÌn Huerta Guijarro,”scar Belmonte Fern·ndez,Pedro da Costa Brito Cabral,,07/03/2011,openAccess,,,Adding SOS Core & transactional profiles support to a web thin client,Dissertation,eng,http://hdl.handle.net/10362/8296,Geospatial Technologies,"In a world where day by day more web applications provide plenty of creative and interesting services, it is important to create similar applications to distribute and spread geographic information easily. In this context, it becomes necessary to develop new web clients capable of connecting with remote geospatial servers, request and retrieve data and allow the user to make a set of operations or just present him or her those results overlaid on a map. Sensor Observation Services (SOS) is a protocol that defines how to interchange geospatial data between a client and a SOS server by using a set of operations classified in three profiles: Core, Enhanced and Transactional. In this document, it is possible to find a description of the software engineering process to create a web client supporting the operations of the Core & Transactional profiles that a user may use without needing additional software."
1094,7501,10362/2259, Daniel GastÛn Iglesias,,”scar Belmonte Fern·ndez,JoaquÌn Huerta Guijarro,Pedro da Costa Brito Cabral,,05/03/2012,openAccess,,,Design and implementation of 3D buildings integration for a Webgl-Based Virtual Globe: a case study of Valencian Cadastre and Fide Building Mode,Dissertation,eng,http://hdl.handle.net/10362/8327,Geospatial Technologies,"Since nowadays Web applications are increasingly providing plenty of creative and interesting services relying on new standards and more powerful computers, it becomes important to create similar applications, to process and visualize geographic data taking advantage of such groundings. In this context, it results interesting to develop new Web-based geo-processing based on a 3D data representation, exploiting the recent WebGL graphic specification from a client-side point of view. This research explains the novel way in which whole Valencian cadastre was analyzed, processed and finally represented into a WebGL-based virtual globe. These improvements provide end-users firstly, an optimization of computer graphics performance, by natively accessing to graphics instructions; and secondly a functional data management and representation for the present and forthcoming geo-processing Web-based platform."
1095,7381,10362/2259, Dwi Septi Cahyawati,,Sven Schade,Werner Kuhn,Pedro da Costa Brito Cabral,,08/02/2010,openAccess,,,Development of regional spatial data infrastructure (SDI) case study in hearth of Borneo,Dissertation,eng,http://hdl.handle.net/10362/8241,Geospatial Technologies,"The Heart of Borneo (HoB) initiative was declared on 12 February 2007 in Bali, with purpose to collaborate conservation activities in Borneo Island among Brunei Darussalam, Indonesia and Malaysia. The initiative will join 23 National Parks from three different countries. Concerning the fragmented geographic information from heterogeneous sources, there is a necessity to establish a better management of geographic information among three countries in Borneo Island. The establishment of a Spatial Data Infrastructure (SDI) is one possible solution. In fact, Brunei Darussalam, Indonesia and Malaysia have already developed National Spatial Data Infrastructures (NSDI). The current status of NSDIs is critical for the development of a regional conservation SDI for HoB, but the information for current status of NSDI developments is not available. In this research, the current status of NSDI developments is examined by adopting Reference Model for Open Distributed Processing (RM-ODP). The analysis continues with the identification of required components for developing a regional conservation SDI in HoB. The state of play analysis for the European SDI (INSPIRE) is adopted to investigate available and missing components. On this basis, recommendations for the regional SDI are provided. A prototypical geoportal for regional SDI in HoB is implemented by utilizing GeoNetwork software."
1096,7458,10362/2259, Sherzod Rakhmonov,,Ismael Sanz Blasco,Pedro da Costa Brito Cabral,Theodor Foerster,,07/03/2011,openAccess,,,"A crop-land allocation model:  A case study in La Rioja, Spain",Dissertation,eng,http://hdl.handle.net/10362/8285,Geospatial Technologies,"Crop land allocation is a complex process because it requires of consideration of 
different factors such as ecological, environmental, economical, social, and 
geographical factors. Crop land allocation has been run by aligning maps with 
predefined crop site requirements. Geographic Information Systems (GIS) are 
playing an increasing role in rural planning because of their simplicity and speed of 
analysis of complex problems. They offer analysis for analyzing spatial and nonspatial 
attributes of a site. Hence, rural planning has adopted GIS directly, and in this 
project it has been implemented as the main tool for matching a particular crop to the 
most suitable areas. La Rioja province has diverse subdivisions of agriculture. Research has found that La 
Rioja lacks in rural planning, as well as in crop land allocation. Therefore, crop land 
allocation has been implemented to find out benefits of GIS rural planning. The crop 
land allocation applied in La Rioja province. The application introduced in this thesis 
proves that GIS has an invaluable role in the development of rural planning and it 
opens the door for further GIS applications in this field."
1097,71803,10362/2259, MD. Moniruzzaman,,Edzer Pebesma,Filiberto Pla BaÒÛn,Heiko Zumsprekel,,08/02/2010,openAccess,,,Impact of climate change in Bangladesh : water logging at south-west coast,Dissertation,eng,http://hdl.handle.net/10362/70307,Geospatial Technologies,"Bangladesh is a densely populated, agriculture-based country and is recognized as one of the areas most vulnerable to the impacts of global warming and climate change. This is due to its unique geographic location, dominance of floodplains, low elevation, high population density, high levels of poverty, and overwhelming dependence on nature for its resources and services. The country experiences severe flood and cyclone events and, in recent years, water logging has become a catastrophic problem along the coast. These coastal areas play important economic and environmental roles in the country. 
The present paper attempts to show the extent of water logged areas, caused by sea level rise and the sectoral impacts of settlement, agriculture and fisheries in the south-western coastal areas of Bangladesh. A multi-temporal analysis method has been used with remote sensing (LandSat 1975 and LandSat 2000) data. SRTM data has been used to show the actual land elevation and to predict the future height of water logging in the study area. In 2000, 182418 hectares area was inundated by water and almost 50 percent of the study area is classified having high vulnerability. Saline line has entered upto 20 to 35 km into the mainland since 1967 which has great impact on agriculture and health. Many educational institutions of the study area are in vulnerable condition as some of them inundated completely or partially and even some of them are being used as shelter by local victimized due to water logged into their fragile houses. The largest mangrove forest of the world is also at risk to water logging and saline intrusion from the sea. 
To the Government of Bangladesh, NGOs, policymakers, planners and other interested parties it is important to measure and monitor present issues and to predict the future impacts of climate change. This will help to facilitate effective management and is particularly important where a lagre number of people are threatened. In this regard the present study is expected to be useful and will have strong implications in coastal planning and other climate change adaptation measures."
1098,8191,10362/2259, Roberto Mediero MartÌ,,AndrÈs MuÒoz Zuluaga,Roberto AndrÈ Pereira Henriques,Francisco Ramos Romero,,01/03/2013,openAccess,,,"UJI Navigation Network, Development of a pedestrian spatial network within the University Jaume I of CastellÛn (Spain)",Dissertation,eng,http://hdl.handle.net/10362/9201,Geospatial Technologies,"The author of this document has been working in a project called  UJI SPATIAL NETWORK  ù. It consists of the development of a Pedestrian Navigation Network within the campus of the University Jaume I of CastellÛn (Spain), combining an Outdoor Network and an Indoor Network of the pedestrian navigable routes. A spatial network offers a huge amount of possibilities of study within a determined area, such as studies of service areas, route calculations, finding closest facilities and studies about location-allocation of new facilities. The main objective of this project is to publish geoprocessing services into the ArcGIS server of the university to solve network problems such as routes, service areas, closest facilities and location\allocation. These services are offered to developers of web mapping and mobile applications for solving network problems on their futures works. 
A project called ViscaUJI, which consists in the development of a mobile application employing Smart City features offering a wealth of facilities to the university community inside of the campus, is carrying out. This thesis could give an useful and great service to the developers of this Smart Campus. 
During the report, the author exposes a brief literature review about spatial networks. The motivation and objectives of this project are explained. Also, the author talks about the research of resources and technologies used and the workflow followed to achieve the final services."
1099,8279,10362/2259, Shiuli Pervin,,Werner Kuhn,Ana Cristina Marinho da Costa,Rayes Grangel Seguer,,30/01/2013,openAccess,,,Semantic web approach for dealing with administrative boundary revisions: a case study of Dhaka City,Dissertation,eng,http://hdl.handle.net/10362/9276,Geospatial Technologies,"Dhaka City is the capital of Bangladesh and boundary revisions of Dhaka city refers to the changes of Dhaka city administrative boundary or jurisdiction over time. Dhaka is growing very fast in terms of population and area. So, government is redefining city boundaries and also making big units into several parts for better city management. Now, the challenge is to deal with these changes of administrative regions that seem to be helpful to match with census record that comes out every ten to fifteen years. Dhaka city boundary revisions dataset contains data about the name of the administrative unit, type of administrative unit, year of establishment, year of data record, geometry of administrative unit defining the jurisdiction, type of revisions occurred in the administrative units, time of revisions and the number of subdivisions inside an administrative unit. This thesis aims to integrate Dhaka city boundary revision dataset using semantic web technology that preserves information about changes occurred in the Dhaka city boundary over time."
1100,8175,10362/2259, Riazuddin Kawsar,,Edzer Pebesma,M·rio Silvio Rochinha de Andrade Caetano,Pedro da Costa Brito Cabral,,30/01/2013,openAccess,,,Spatio-temporal analyses of the relationship between armed conflict and climate change in the eastern Africa,Dissertation,eng,http://hdl.handle.net/10362/9189,Geospatial Technologies,"Despite recent methodological improvements and higher data availability, the 
Climate Change (CC) and Armed Conflict (AC) studies are suffering from poor data 
and inappropriate research designs (e.g., Incompatibilities of scale). This study fills 
the gaps by taking the climate conflict analyses into a different scale (e.g., 55 km x 
55 km sub-national cell/year) and uses high resolution Geo-referenced data sets. This 
study presents the results from 10 years (1991-2000) of observations and a rigorous 
modelling methodology to understand the effects of climate change on the conflict 
occurrence in the Eastern Africa. The main objective of the study is to identify and 
understand the conflict dynamics, verify the pattern of conflict distribution, possible 
interaction between the conflict sites and the influence of climatic covariates of 
conflict outbreak. We have found that if the climate related anomaly increases, the 
probability of armed conflict outbreak also increases significantly. To identify the 
effect of climate change on armed conflict we have modeled the relationship between 
them, using different kinds of point process models and Spatial Autoregressive 
(SAR) Lag models for both spatial and spatio-temporal cases. In modelling, we have 
introduced one new climate indicator, termed as Weighted Anomaly Soil Water 
Index (WASWI), which is a dimensionless measure of the relative severity of soil 
water containment indicating in the form of surplus or deficit. In all the models the 
coefficients of WASWI were found negative and to be significant, predicting armed 
conflict at 0.05 level of significance for the whole period. The conflicts were found 
to be clustered up to 200 kilometers and the local level negative relationship between 
conflict and climate suggests that change in WASWI impacts changes in AC by - 
0.1981 or -0.1657. We have also found that the conflict in the own cell associated to 
a ( app. 0.7) increase in the probability of conflict occurances in the neighbouring 
cell and also to a (app. 0.6) increase of the following years (spatio-temporal). So, 
climate change indicators are a vital predictor of armed conflict and provides a 
proper predictive framework for conflict expectation. This study also provides a 
sound methodological framework for climate conflict research which encompasses 
two big approaches, point process modelling and lattice approach with careful 
modelling of spatial dependence, spatial and sptio-temporal autocorrelation, etc."
1101,65295,10362/2259, Duarte Nuno Teixeira Nunes,,Pedro da Costa Brito Cabral,AntÛnio Vieira,Carlos Granell-Canut,,01/03/2019,openAccess,,,Land change scenarios impacts on ecosystem services: the case of Madeira Island 1990-2040,Dissertation,eng,http://hdl.handle.net/10362/63812,Geospatial Technologies,"LULC changes from anthropogenic disturbance are a major impact-driven on ecosystems services and landscape metrics have been proposed for the assessment of impacts depicting spatial patterns determining the quality and state of interactions. 
Madeira island possesses a rich unique ecosystem the Laurel forest, a World Heritage inscribed by UNESCO. Along with a considerable amount of endemic biodiversity, fertile volcanic soils and humanized terraced landscape. Economic development and natural disasters have been triggering changes. Yet, future projections regarding LULC change are missing. 
In this study, the CORINE Land Cover from 1990 to 2012 is used to perform change analysis. The Multilayer Perceptron Neural Network implement in the TerrSet GIS software is applied to model four scenarios for the year 2040: Business as Usual, Conservation of Agricultural and Forests areas and Renaturation with the assessment of impacts using landscape metrics. 
The results show a negative trend for ecosystem services in 2040 at different rates. A trend for the fragmentation of the landscape is found mainly in Renaturation scenario with 890 patches. A more significant decrease for biomass production in Scenario Renaturation and a loss of areas for food production of -32 km2 in Scenario Conservation of Forests. Recreational and cultural areas with a loss of -32 km2 in Scenario Business as Usual followed by Conservation of Forest with -29 km2. 
This study contributes to Regional Planning Institutions improving monitoring and environmental resources management. Coupled with a practical application using landscape metrics for the assessment of ecosystem services accordingly with Burkhard and Maes (2017) in a context using future scenarios. Comparability from this study with other smalls islands can be performed."
1102,65670,10362/2259, Fana Gebremeskel Gebreegziabiher,,Sven Casteleyn,Carlos Granell-Canut,Roberto AndrÈ Pereira Henriques,,04/03/2019,openAccess,,,Connecting addicted patients and therapists based on GPS for providing context-aware notification,Dissertation,eng,http://hdl.handle.net/10362/64187,Geospatial Technologies,"Smartphones have now become a device that everyone uses in day to day activities. Moreover, thanks to their built-in sensors, they can successfully determine the user  location, perceive the real-world and act upon those stimuli. In the previous years, a location-based and context-aware platform to support the treatment of patients with psychological disorders was developed at GEOTEC, a Spanish research group in Geospatial technologies. This platform consists of a mobile application that monitors the patient  behavior and delivers interventions, and a web-based application that allows therapists to define and steer the monitoring and intervention process. Concretely, the platform tracks the users location and visualizes it for the therapist. This thesis proposes an extension to the Symptoms platform, in two ways: to allow location- and time-based triggered questionnaires, to further assess the patients psychological state in-situ and in real time, and to extend the current location-based notifications system to use the same context  ùbased triggers to further assist psychotherapeutic interventions. To this aim, the Symptoms administration web application is extended to allow therapists to create extended context-based triggers (e.g., based on time/duration and location), to be used to trigger questionnaires (assessment) and notification (treatment). Furthermore, the web application is extended to collect, store and visualize the feedback sent by the patients to support therapists to make informed decisions. Next to the web application for therapists, the Symptoms mobile app is also extended to allow notifications and questionnaires to be displayed (when context conditions are met), and responded to by the patient. The proposed extensions are evaluated both technical and regarding usage (usefulness, usability). As a result, the mobile app and web-based application were found to be usable with SUS score of 86.75 and 75 respectively. The web app is found to be useful for the therapists to help assess and treat patients, and better understand patient  behavior."
1103,69197,10362/2259, Ang Dawa Sherpa,,Auriol Degbelo,Joel Dinis Baptista Ferreira da Silva,Carlos Granell-Canut,,05/02/2019,openAccess,,,Retrieving spatial datasets with ease through an application programming interface (API),Dissertation,eng,http://hdl.handle.net/10362/67707,Geospatial Technologies,"In the context of searching for Open datasets, there is a still a limited understanding of the 
efficient ways to access them. Using an Application Programming Interface (API) is one of 
the ways that developers mostly use. However, there is still a need for refined APIs with 
greater learnability in the context of accessing Open data. In this work, we developed a 
RESTful API with a capability to retrieve spatial datasets easily from API level by querying 
in terms of parameters, namely Space, Time, and Theme. To achieve that we made two 
assumptions. Firstly, expressing the temporal parameter in a natural language (e.g. today, last 
year, etc) benefits the developers in many ways as it avoids having to deal with rigid date 
format. Secondly, if the API can accept parameters in any order, it saves the developers time 
as they don't have to spend extra time learning about the parameters order and they can 
simply focus on the main task. A user-study with 20 participants was done to evaluate the 
API in terms of its learnability. Half of the participants had prior experience of querying 
datasets from API level and remaining did not. The evaluation result was promising as both 
categories of participants found the API easily learnable. This means such API has the 
potential to restrain the problem of developers compulsion to spend a lot of time before 
becoming really productive. Likewise, it also had the potential to pave a way towards the 
next generation API as it addresses the problem of lacking refined APIs to access Open 
Government data easily."
1104,4837,10362/2259, Pau AragÛ Galindo,,Carlos Granell-Canut,JoaquÌn Huerta Guijarro,M·rio Silvio Rochinha de Andrade Caetano,,04/03/2010,openAccess,,,Integration of forest fire management with SDI: user requirements.,Dissertation,eng,http://hdl.handle.net/10362/5636,Geospatial Technologies,"Forest fires management is not only an emergency task, the preventive task could 
be even more important, being better avoid the possibility of a forest fire ignition 
before it start or reduce its hazard, that latter try to extinct it. To implement a useful 
forest fire management into a SDI is crucial to know the user requirements, which is 
the spatial information they manage, which are the GIS applications they manage in 
their work, which are the alerts send a receive in the forest fires context. A Survey 
has been done to have a better compression of the reality and user requirements. A 
review of Spanish and European works in forest fires and emergency management 
has been done to identify which are the actual challenges in emergency 
management."
